hour,,day,,,lat,lng,,,,,,,,weight
3,,tuesday,,,22.359626,91.8301695,,,,,,,,0
2,,friday,,,22.359626,91.8301695,,,,,,,,0
3,,monday,,,22.359626,91.8301695,,,,,,,,0.4
8,,monday,,,22.359626,91.8301695,,,,,,,,12.5
2,,sunday,,,22.359626,91.8301695,,,,,,,,0
2,,saturday,,,22.359626,91.8301695,,,,,,,,0
2,,sunday,,,22.359626,91.8301695,,,,,,,,0
2,,saturday,,,22.359626,91.8301695,,,,,,,,0
2,,saturday,,,22.359626,91.8301695,,,,,,,,0
2,,sunday,,,22.359626,91.8301695,,,,,,,,0
1,,monday,,,22.359626,91.8301695,,,,,,,,0
6,,sunday,,,22.359626,91.8301695,,,,,,,,15
7,,sunday,,,22.359626,91.8301695,,,,,,,,11.5
1,,monday,,,22.359626,91.8301695,,,,,,,,0
6,,friday,,,22.359626,91.8301695,,,,,,,,28.8
1,,tuesday,,,22.359626,91.8301695,,,,,,,,0
11,,tuesday,,,22.359626,91.8301695,,,,,,,,0
2,,sunday,,,22.359626,91.8301695,,,,,,,,0.7
4,,tuesday,,,22.31667,91.81667,,,,,,,,0
1,,friday,,,22.31667,91.81667,,,,,,,,0
2,,friday,,,22.31667,91.81667,,,,,,,,0
12,,monday,,,22.31667,91.81667,,,,,,,,0
5,,friday,,,22.31667,91.81667,,,,,,,,19.4
8,,monday,,,22.31667,91.81667,,,,,,,,25.8
3,,tuesday,,,22.31667,91.81667,,,,,,,,0.4
1,,wednesday,,,22.31667,91.81667,,,,,,,,0
1,,wednesday,,,22.31667,91.81667,,,,,,,,0
7,,saturday,,,22.31667,91.81667,,,,,,,,90.2
4,,wednesday,,,22.31667,91.81667,,,,,,,,0.2
5,,wednesday,,,22.31667,91.81667,,,,,,,,20.6
2,,wednesday,,,22.31667,91.81667,,,,,,,,0
2,,saturday,,,22.31667,91.81667,,,,,,,,0
4,,friday,,,22.31667,91.81667,,,,,,,,0.6
9,,wednesday,,,22.31667,91.81667,,,,,,,,2
5,,tuesday,,,22.359626,91.8301695,,,,,,,,2.1
4,,saturday,,,22.359626,91.8301695,,,,,,,,0
5,,friday,,,22.359626,91.8301695,,,,,,,,0.7
5,,tuesday,,,22.359626,91.8301695,,,,,,,,2.1
5,,friday,,,22.359626,91.8301695,,,,,,,,26
12,,monday,,,22.359626,91.8301695,,,,,,,,0
5,,wednesday,,,22.359626,91.8301695,,,,,,,,16.5
2,,wednesday,,,22.359626,91.8301695,,,,,,,,2
10,,thursday,,,22.359626,91.8301695,,,,,,,,204.6
1,,sunday,,,22.31667,91.81667,,,,,,,,0
7,,wednesday,,,22.31667,91.81667,,,,,,,,119.9
11,,sunday,,,22.31667,91.81667,,,,,,,,0
6,,thursday,,,22.31667,91.81667,,,,,,,,10.3
4,,wednesday,,,22.31667,91.81667,,,,,,,,0
4,,wednesday,,,22.31667,91.81667,,,,,,,,0.8
4,,tuesday,,,22.31667,91.81667,,,,,,,,0.9
8,,thursday,,,22.31667,91.81667,,,,,,,,6.5
10,,tuesday,,,22.31667,91.81667,,,,,,,,20.2
1,,saturday,,,22.31667,91.81667,,,,,,,,0
4,,sunday,,,22.31667,91.81667,,,,,,,,0
3,,sunday,,,22.498796,91.807213,,,,,,,,0
3,,monday,,,22.498796,91.807213,,,,,,,,0
5,,wednesday,,,22.498796,91.807213,,,,,,,,19.6
7,,saturday,,,22.31667,91.81667,,,,,,,,19.5
12,,wednesday,,,22.31667,91.81667,,,,,,,,0
5,,monday,,,22.31667,91.81667,,,,,,,,0.3
10,,saturday,,,22.31667,91.81667,,,,,,,,4.4
7,,sunday,,,22.31667,91.81667,,,,,,,,41.3
11,,saturday,,,22.31667,91.81667,,,,,,,,0
2,,wednesday,,,22.31667,91.81667,,,,,,,,0
3,,friday,,,22.359626,91.8301695,,,,,,,,3.1
7,,tuesday,,,22.359626,91.8301695,,,,,,,,22.6
7,,thursday,,,22.359626,91.8301695,,,,,,,,8.7
8,,monday,,,22.393836,91.865371,,,,,,,,40.7
7,,tuesday,,,22.359626,91.8301695,,,,,,,,78.4
7,,sunday,,,22.359626,91.8301695,,,,,,,,21.7
3,,friday,,,22.359626,91.8301695,,,,,,,,0
8,,wednesday,,,22.359626,91.8301695,,,,,,,,10.3
6,,friday,,,22.358732,91.775428,,,,,,,,4.6
5,,saturday,,,22.359626,91.8301695,,,,,,,,4.5
6,,tuesday,,,22.359626,91.8301695,,,,,,,,16.3
10,,thursday,,,22.359626,91.8301695,,,,,,,,0
10,,thursday,,,22.359626,91.8301695,,,,,,,,0
9,,sunday,,,22.359626,91.8301695,,,,,,,,1.9
9,,sunday,,,22.359626,91.8301695,,,,,,,,17.6
6,,sunday,,,22.359626,91.8301695,,,,,,,,6.7
4,,wednesday,,,22.359626,91.8301695,,,,,,,,0
4,,sunday,,,22.359626,91.8301695,,,,,,,,0
6,,wednesday,,,22.359626,91.8301695,,,,,,,,0
1,,sunday,,,22.359626,91.8301695,,,,,,,,0
1,,sunday,,,22.359626,91.8301695,,,,,,,,0
8,,sunday,,,22.359626,91.8301695,,,,,,,,9.7
8,,thursday,,,22.359626,91.8301695,,,,,,,,12
11,,tuesday,,,22.359626,91.8301695,,,,,,,,1
11,,tuesday,,,22.359626,91.8301695,,,,,,,,0
4,,monday,,,22.359626,91.8301695,,,,,,,,0.9
11,,tuesday,,,22.359626,91.8301695,,,,,,,,2.9
1,,tuesday,,,22.359626,91.8301695,,,,,,,,0
1,,friday,,,22.359626,91.8301695,,,,,,,,0
3,,wednesday,,,22.359626,91.8301695,,,,,,,,0.2
2,,tuesday,,,22.359626,91.8301695,,,,,,,,0
1,,wednesday,,,22.359626,91.8301695,,,,,,,,0
10,,friday,,,22.359626,91.8301695,,,,,,,,3
11,,tuesday,,,22.31667,91.81667,,,,,,,,0.7
9,,sunday,,,22.31667,91.81667,,,,,,,,24
5,,wednesday,,,22.31667,91.81667,,,,,,,,0.3
7,,monday,,,22.31667,91.81667,,,,,,,,32.9
9,,monday,,,22.31667,91.81667,,,,,,,,9.6
8,,tuesday,,,22.359626,91.8301695,,,,,,,,43.8
5,,tuesday,,,22.31667,91.81667,,,,,,,,4.5
9,,thursday,,,22.31667,91.81667,,,,,,,,11
10,,sunday,,,22.31667,91.81667,,,,,,,,28
4,,tuesday,,,22.31667,91.81667,,,,,,,,3.6
9,,friday,,,22.31667,91.81667,,,,,,,,1.3
5,,monday,,,22.31667,91.81667,,,,,,,,0
2,,thursday,,,22.31667,91.81667,,,,,,,,0
10,,saturday,,,22.31667,91.81667,,,,,,,,0.1
7,,sunday,,,22.31667,91.81667,,,,,,,,5.8
4,,tuesday,,,22.31667,91.81667,,,,,,,,0
6,,wednesday,,,22.31667,91.81667,,,,,,,,7
12,,sunday,,,22.498796,91.807213,,,,,,,,0
11,,wednesday,,,22.31667,91.81667,,,,,,,,0
8,,sunday,,,22.31667,91.81667,,,,,,,,26.8
1,,monday,,,22.31667,91.81667,,,,,,,,0
7,,wednesday,,,22.359626,91.8301695,,,,,,,,10.6
11,,sunday,,,22.362823,91.7969625,,,,,,,,0
9,,thursday,,,22.359626,91.8301695,,,,,,,,11
9,,tuesday,,,22.362823,91.7969625,,,,,,,,24.3
5,,friday,,,22.31667,91.81667,,,,,,,,3.8
5,,saturday,,,22.362823,91.7969625,,,,,,,,0.1
10,,tuesday,,,22.359626,91.8301695,,,,,,,,3.5
11,,monday,,,22.362823,91.7969625,,,,,,,,1
11,,thursday,,,22.362823,91.7969625,,,,,,,,4.4
7,,sunday,,,22.359626,91.8301695,,,,,,,,12.3
9,,monday,,,22.359626,91.8301695,,,,,,,,4.4
9,,wednesday,,,22.362823,91.7969625,,,,,,,,52.8
9,,monday,,,22.359626,91.8301695,,,,,,,,4.4
10,,tuesday,,,22.362823,91.7969625,,,,,,,,20.2
8,,sunday,,,22.362823,91.7969625,,,,,,,,3.5
8,,sunday,,,22.362823,91.7969625,,,,,,,,3.5
8,,thursday,,,22.362823,91.7969625,,,,,,,,30.2
8,,monday,,,22.362823,91.7969625,,,,,,,,5.9
3,,tuesday,,,22.362823,91.7969625,,,,,,,,2.9
11,,wednesday,,,22.393836,91.865371,,,,,,,,0
4,,tuesday,,,22.358732,91.775428,,,,,,,,0
3,,saturday,,,22.359626,91.8301695,,,,,,,,0
5,,saturday,,,22.359626,91.8301695,,,,,,,,1.6
4,,saturday,,,22.362823,91.7969625,,,,,,,,0
4,,thursday,,,22.362823,91.7969625,,,,,,,,0
3,,thursday,,,22.359626,91.8301695,,,,,,,,0
11,,sunday,,,22.362823,91.7969625,,,,,,,,31.4
4,,wednesday,,,22.362823,91.7969625,,,,,,,,8.4
8,,tuesday,,,22.359626,91.8301695,,,,,,,,16
7,,saturday,,,22.359626,91.8301695,,,,,,,,6.6
8,,wednesday,,,22.359626,91.8301695,,,,,,,,35.6
8,,saturday,,,22.362823,91.7969625,,,,,,,,18.6
2,,sunday,,,22.362823,91.7969625,,,,,,,,0.1
2,,wednesday,,,22.359626,91.8301695,,,,,,,,0
5,,saturday,,,22.359626,91.8301695,,,,,,,,0.4
12,,thursday,,,22.362823,91.7969625,,,,,,,,0
2,,tuesday,,,22.359626,91.8301695,,,,,,,,0
10,,saturday,,,22.362823,91.7969625,,,,,,,,11.9
9,,wednesday,,,22.31667,91.81667,,,,,,,,0
10,,friday,,,22.362823,91.7969625,,,,,,,,0.1
10,,monday,,,22.31667,91.81667,,,,,,,,0.2
9,,monday,,,22.362823,91.7969625,,,,,,,,7.9
8,,tuesday,,,22.362823,91.7969625,,,,,,,,89.7
8,,monday,,,22.359626,91.8301695,,,,,,,,55.5
2,,saturday,,,22.362823,91.7969625,,,,,,,,0
9,,sunday,,,22.362823,91.7969625,,,,,,,,1.2
9,,tuesday,,,22.362823,91.7969625,,,,,,,,2.1
2,,saturday,,,22.359626,91.8301695,,,,,,,,0
8,,thursday,,,22.359626,91.8301695,,,,,,,,14.1
1,,friday,,,22.362823,91.7969625,,,,,,,,0
2,,monday,,,22.359626,91.8301695,,,,,,,,0
7,,wednesday,,,22.359626,91.8301695,,,,,,,,27.3
11,,tuesday,,,22.362823,91.7969625,,,,,,,,0
12,,tuesday,,,22.359626,91.8301695,,,,,,,,0
12,,wednesday,,,22.362823,91.7969625,,,,,,,,0
12,,thursday,,,22.362823,91.7969625,,,,,,,,0
5,,friday,,,22.359626,91.8301695,,,,,,,,0
5,,sunday,,,22.362823,91.7969625,,,,,,,,0.2
6,,sunday,,,22.359626,91.8301695,,,,,,,,15
7,,sunday,,,22.359626,91.8301695,,,,,,,,15.6
9,,tuesday,,,22.359626,91.8301695,,,,,,,,0.5
4,,monday,,,22.359626,91.8301695,,,,,,,,0
4,,thursday,,,22.362823,91.7969625,,,,,,,,0
4,,friday,,,22.359626,91.8301695,,,,,,,,0
12,,monday,,,22.359626,91.8301695,,,,,,,,0
2,,wednesday,,,22.362823,91.7969625,,,,,,,,0
3,,wednesday,,,22.3693625,91.843101,,,,,,,,16
3,,thursday,,,22.362823,91.7969625,,,,,,,,0
3,,monday,,,22.31667,91.81667,,,,,,,,0.3
10,,tuesday,,,22.31667,91.81667,,,,,,,,23.3
4,,wednesday,,,22.31667,91.81667,,,,,,,,0.1
4,,tuesday,,,22.31667,91.81667,,,,,,,,0
4,,thursday,,,22.359626,91.8301695,,,,,,,,0
1,,friday,,,22.359626,91.8301695,,,,,,,,0
11,,monday,,,22.31667,91.81667,,,,,,,,0
8,,friday,,,22.31667,91.81667,,,,,,,,28.9
8,,monday,,,22.31667,91.81667,,,,,,,,12.5
3,,thursday,,,22.31667,91.81667,,,,,,,,4.6
3,,sunday,,,22.31667,91.81667,,,,,,,,1.7
6,,wednesday,,,22.31667,91.81667,,,,,,,,4
3,,friday,,,22.31667,91.81667,,,,,,,,3.1
7,,tuesday,,,22.31667,91.81667,,,,,,,,21
7,,wednesday,,,22.31667,91.81667,,,,,,,,27.3
1,,monday,,,22.31667,91.81667,,,,,,,,0
12,,wednesday,,,22.31667,91.81667,,,,,,,,0
5,,monday,,,22.31667,91.81667,,,,,,,,0.2
2,,monday,,,22.31667,91.81667,,,,,,,,0.6
6,,saturday,,,22.31667,91.81667,,,,,,,,45.6
1,,wednesday,,,22.31667,91.81667,,,,,,,,0
2,,sunday,,,22.31667,91.81667,,,,,,,,0
4,,tuesday,,,22.31667,91.81667,,,,,,,,0.1
6,,friday,,,22.31667,91.81667,,,,,,,,0.7
12,,tuesday,,,22.31667,91.81667,,,,,,,,0
12,,friday,,,22.31667,91.81667,,,,,,,,0
1,,friday,,,22.31667,91.81667,,,,,,,,0
5,,monday,,,22.31667,91.81667,,,,,,,,0.2
7,,thursday,,,22.31667,91.81667,,,,,,,,28
11,,tuesday,,,22.31667,91.81667,,,,,,,,0
7,,saturday,,,22.31667,91.81667,,,,,,,,86.9
8,,saturday,,,22.31667,91.81667,,,,,,,,6
8,,sunday,,,22.31667,91.81667,,,,,,,,22
3,,wednesday,,,22.31667,91.81667,,,,,,,,1.2
3,,monday,,,22.498796,91.807213,,,,,,,,3.1
6,,friday,,,22.498796,91.807213,,,,,,,,4.5
1,,saturday,,,22.498796,91.807213,,,,,,,,0
12,,friday,,,22.498796,91.807213,,,,,,,,0
4,,friday,,,22.498796,91.807213,,,,,,,,2.9
9,,wednesday,,,22.31667,91.81667,,,,,,,,52.8
8,,wednesday,,,22.31667,91.81667,,,,,,,,3.6
9,,wednesday,,,22.31667,91.81667,,,,,,,,8.7
5,,sunday,,,22.31667,91.81667,,,,,,,,0
12,,monday,,,22.31667,91.81667,,,,,,,,0
1,,tuesday,,,22.31667,91.81667,,,,,,,,0
6,,saturday,,,22.31667,91.81667,,,,,,,,14.5
7,,tuesday,,,22.31667,91.81667,,,,,,,,7.6
8,,thursday,,,22.359626,91.8301695,,,,,,,,11.9
3,,thursday,,,22.359626,91.8301695,,,,,,,,0
8,,friday,,,22.359626,91.8301695,,,,,,,,14.4
1,,monday,,,22.359626,91.8301695,,,,,,,,0
1,,sunday,,,22.359626,91.8301695,,,,,,,,0
9,,monday,,,22.359626,91.8301695,,,,,,,,9.6
1,,wednesday,,,22.359626,91.8301695,,,,,,,,0
8,,thursday,,,22.359626,91.8301695,,,,,,,,11.9
12,,saturday,,,22.359626,91.8301695,,,,,,,,0
1,,tuesday,,,22.359626,91.8301695,,,,,,,,0
1,,thursday,,,22.359626,91.8301695,,,,,,,,0
1,,thursday,,,22.359626,91.8301695,,,,,,,,0
4,,sunday,,,22.31667,91.81667,,,,,,,,0
12,,sunday,,,22.359626,91.8301695,,,,,,,,0
8,,thursday,,,22.359626,91.8301695,,,,,,,,12
7,,sunday,,,22.359626,91.8301695,,,,,,,,35
6,,saturday,,,22.359626,91.8301695,,,,,,,,6.6
5,,wednesday,,,22.359626,91.8301695,,,,,,,,0
4,,monday,,,22.359626,91.8301695,,,,,,,,0.9
7,,friday,,,22.359626,91.8301695,,,,,,,,59.2
7,,monday,,,22.359626,91.8301695,,,,,,,,33.1
7,,saturday,,,22.359626,91.8301695,,,,,,,,25.4
7,,monday,,,22.359626,91.8301695,,,,,,,,36.4
7,,tuesday,,,22.359626,91.8301695,,,,,,,,14.4
3,,wednesday,,,22.359626,91.8301695,,,,,,,,0
1,,friday,,,22.359626,91.8301695,,,,,,,,0.2
3,,saturday,,,22.359626,91.8301695,,,,,,,,0
3,,thursday,,,22.359626,91.8301695,,,,,,,,0.1
3,,tuesday,,,22.31667,91.81667,,,,,,,,0.4
12,,tuesday,,,22.359626,91.8301695,,,,,,,,0
12,,sunday,,,22.359626,91.8301695,,,,,,,,0
12,,monday,,,22.359626,91.8301695,,,,,,,,0
9,,wednesday,,,22.359626,91.8301695,,,,,,,,1.6
10,,friday,,,22.359626,91.8301695,,,,,,,,24.1
10,,sunday,,,22.359626,91.8301695,,,,,,,,7.5
11,,saturday,,,22.359626,91.8301695,,,,,,,,44.3
11,,saturday,,,22.362823,91.7969625,,,,,,,,0
11,,saturday,,,22.359626,91.8301695,,,,,,,,0
12,,sunday,,,22.359626,91.8301695,,,,,,,,0
5,,tuesday,,,22.359626,91.8301695,,,,,,,,0
6,,saturday,,,22.359626,91.8301695,,,,,,,,0
6,,saturday,,,22.31667,91.81667,,,,,,,,9.5
11,,friday,,,22.31667,91.81667,,,,,,,,0
5,,friday,,,22.359626,91.8301695,,,,,,,,5.2
6,,friday,,,22.359626,91.8301695,,,,,,,,155.4
7,,friday,,,22.359626,91.8301695,,,,,,,,7.7
7,,friday,,,22.362823,91.7969625,,,,,,,,20.7
5,,tuesday,,,22.359626,91.8301695,,,,,,,,0
10,,tuesday,,,22.359626,91.8301695,,,,,,,,8.8
8,,wednesday,,,22.359626,91.8301695,,,,,,,,11
1,,monday,,,22.359626,91.8301695,,,,,,,,0
1,,wednesday,,,22.359626,91.8301695,,,,,,,,0
2,,thursday,,,22.359626,91.8301695,,,,,,,,5.6
8,,saturday,,,22.359626,91.8301695,,,,,,,,18.6
3,,thursday,,,22.359626,91.8301695,,,,,,,,0
4,,sunday,,,22.359626,91.8301695,,,,,,,,3.2
7,,wednesday,,,22.359626,91.8301695,,,,,,,,15.3
12,,friday,,,22.359626,91.8301695,,,,,,,,0
4,,monday,,,22.2544,91.7948,,,,,,,,0
5,,saturday,,,22.359626,91.8301695,,,,,,,,1.2
11,,saturday,,,22.359626,91.8301695,,,,,,,,2.7
6,,wednesday,,,22.359626,91.8301695,,,,,,,,14.6
6,,tuesday,,,22.359626,91.8301695,,,,,,,,4.7
6,,wednesday,,,22.359626,91.8301695,,,,,,,,7.2
12,,wednesday,,,22.362823,91.7969625,,,,,,,,0
10,,monday,,,22.359626,91.8301695,,,,,,,,1.9
11,,monday,,,22.359626,91.8301695,,,,,,,,0
12,,friday,,,22.359626,91.8301695,,,,,,,,0
7,,friday,,,22.359626,91.8301695,,,,,,,,15.8
6,,tuesday,,,22.359626,91.8301695,,,,,,,,3.2
5,,monday,,,22.359626,91.8301695,,,,,,,,16.7
5,,wednesday,,,22.359626,91.8301695,,,,,,,,3
5,,saturday,,,22.359626,91.8301695,,,,,,,,0
5,,monday,,,22.359626,91.8301695,,,,,,,,0.8
5,,tuesday,,,22.359626,91.8301695,,,,,,,,4.5
6,,tuesday,,,22.359626,91.8301695,,,,,,,,14.8
6,,friday,,,22.359626,91.8301695,,,,,,,,28.5
10,,thursday,,,22.359626,91.8301695,,,,,,,,1.2
8,,friday,,,22.359626,91.8301695,,,,,,,,7.4
8,,monday,,,22.393836,91.865371,,,,,,,,12.3
1,,monday,,,22.359626,91.8301695,,,,,,,,0
2,,saturday,,,22.359626,91.8301695,,,,,,,,0
6,,sunday,,,22.359626,91.8301695,,,,,,,,13.6
8,,saturday,,,22.362823,91.7969625,,,,,,,,36
5,,friday,,,22.31667,91.81667,,,,,,,,0.6
9,,friday,,,22.31667,91.81667,,,,,,,,2
11,,wednesday,,,22.31667,91.81667,,,,,,,,0
12,,sunday,,,22.31667,91.81667,,,,,,,,0
1,,tuesday,,,22.31667,91.81667,,,,,,,,0
11,,saturday,,,22.31667,91.81667,,,,,,,,0
9,,thursday,,,22.31667,91.81667,,,,,,,,6
5,,wednesday,,,22.31667,91.81667,,,,,,,,0.3
6,,friday,,,22.31667,91.81667,,,,,,,,24.3
2,,wednesday,,,22.31667,91.81667,,,,,,,,0
4,,saturday,,,22.31667,91.81667,,,,,,,,2
3,,wednesday,,,22.31667,91.81667,,,,,,,,0.1
9,,sunday,,,22.31667,91.81667,,,,,,,,9.8
4,,monday,,,22.31667,91.81667,,,,,,,,7.1
10,,monday,,,22.31667,91.81667,,,,,,,,7.1
7,,tuesday,,,22.31667,91.81667,,,,,,,,7.6
10,,monday,,,22.31667,91.81667,,,,,,,,20.1
1,,friday,,,22.359626,91.8301695,,,,,,,,0
1,,saturday,,,22.359626,91.8301695,,,,,,,,0
11,,thursday,,,22.359626,91.8301695,,,,,,,,0
3,,sunday,,,22.359626,91.8301695,,,,,,,,0
1,,monday,,,22.359626,91.8301695,,,,,,,,0
7,,wednesday,,,22.359626,91.8301695,,,,,,,,29.8
2,,saturday,,,22.359626,91.8301695,,,,,,,,0
5,,sunday,,,22.359626,91.8301695,,,,,,,,1.9
3,,sunday,,,22.359626,91.8301695,,,,,,,,0
3,,wednesday,,,22.359626,91.8301695,,,,,,,,0.1
8,,tuesday,,,22.359626,91.8301695,,,,,,,,30.6
12,,sunday,,,22.359626,91.8301695,,,,,,,,0
11,,friday,,,22.359626,91.8301695,,,,,,,,0
10,,thursday,,,22.359626,91.8301695,,,,,,,,3.1
5,,tuesday,,,22.359626,91.8301695,,,,,,,,1.6
7,,friday,,,22.359626,91.8301695,,,,,,,,7.3
3,,monday,,,22.359626,91.8301695,,,,,,,,6.3
6,,saturday,,,22.359626,91.8301695,,,,,,,,2.7
7,,tuesday,,,22.31667,91.81667,,,,,,,,14.4
12,,friday,,,22.31667,91.81667,,,,,,,,0
8,,tuesday,,,22.31667,91.81667,,,,,,,,51
10,,saturday,,,22.31667,91.81667,,,,,,,,4.4
10,,saturday,,,22.31667,91.81667,,,,,,,,4.4
12,,friday,,,22.31667,91.81667,,,,,,,,0
9,,monday,,,22.31667,91.81667,,,,,,,,62.3
1,,wednesday,,,22.498796,91.807213,,,,,,,,0
8,,sunday,,,22.31667,91.81667,,,,,,,,30.3
6,,saturday,,,22.31667,91.81667,,,,,,,,11.5
7,,tuesday,,,22.359626,91.8301695,,,,,,,,21
6,,thursday,,,22.359626,91.8301695,,,,,,,,5.8
9,,wednesday,,,22.359626,91.8301695,,,,,,,,20.3
10,,thursday,,,22.362823,91.7969625,,,,,,,,0
1,,friday,,,22.359626,91.8301695,,,,,,,,0
2,,sunday,,,22.359626,91.8301695,,,,,,,,0
3,,saturday,,,22.362823,91.7969625,,,,,,,,0
3,,saturday,,,22.362823,91.7969625,,,,,,,,0
4,,monday,,,22.359626,91.8301695,,,,,,,,0
8,,monday,,,22.59508,91.62622,,,,,,,,27.2
5,,sunday,,,22.31667,91.81667,,,,,,,,0.6
6,,sunday,,,22.359626,91.8301695,,,,,,,,15.9
7,,wednesday,,,22.359626,91.8301695,,,,,,,,55.1
8,,friday,,,22.359626,91.8301695,,,,,,,,15.6
9,,wednesday,,,22.359626,91.8301695,,,,,,,,49.4
12,,tuesday,,,22.359626,91.8301695,,,,,,,,0
2,,sunday,,,22.359626,91.8301695,,,,,,,,0
3,,wednesday,,,22.362823,91.7969625,,,,,,,,2.2
3,,sunday,,,22.359626,91.8301695,,,,,,,,0
5,,tuesday,,,22.362823,91.7969625,,,,,,,,13.6
12,,sunday,,,22.359626,91.8301695,,,,,,,,0
12,,wednesday,,,22.31667,91.81667,,,,,,,,0
12,,tuesday,,,22.31667,91.81667,,,,,,,,0
7,,sunday,,,22.31667,91.81667,,,,,,,,37.2
1,,friday,,,22.31667,91.81667,,,,,,,,0
8,,monday,,,22.359626,91.8301695,,,,,,,,25.8
1,,wednesday,,,22.359626,91.8301695,,,,,,,,0
4,,wednesday,,,22.359626,91.8301695,,,,,,,,2
7,,tuesday,,,22.359626,91.8301695,,,,,,,,78.4
2,,thursday,,,22.31667,91.81667,,,,,,,,0
11,,wednesday,,,22.31667,91.81667,,,,,,,,0
10,,friday,,,22.31667,91.81667,,,,,,,,0.1
4,,monday,,,22.31667,91.81667,,,,,,,,4.8
8,,thursday,,,22.31667,91.81667,,,,,,,,6.5
2,,friday,,,22.31667,91.81667,,,,,,,,0
9,,monday,,,22.31667,91.81667,,,,,,,,12.6
10,,tuesday,,,22.359626,91.8301695,,,,,,,,23.7
10,,sunday,,,22.359626,91.8301695,,,,,,,,14.3
1,,wednesday,,,22.359626,91.8301695,,,,,,,,0
2,,monday,,,22.359626,91.8301695,,,,,,,,0
12,,monday,,,22.359626,91.8301695,,,,,,,,0
6,,monday,,,22.359626,91.8301695,,,,,,,,8.8
11,,thursday,,,22.359626,91.8301695,,,,,,,,0
6,,wednesday,,,22.359626,91.8301695,,,,,,,,125.1
10,,sunday,,,22.359626,91.8301695,,,,,,,,26.9
4,,friday,,,22.359626,91.8301695,,,,,,,,0.4
3,,saturday,,,22.359626,91.8301695,,,,,,,,0
4,,sunday,,,22.359626,91.8301695,,,,,,,,1.2
4,,sunday,,,22.359626,91.8301695,,,,,,,,1.2
2,,monday,,,22.359626,91.8301695,,,,,,,,0.6
8,,saturday,,,22.359626,91.8301695,,,,,,,,28
1,,wednesday,,,22.31667,91.81667,,,,,,,,0
4,,thursday,,,22.359626,91.8301695,,,,,,,,0
1,,saturday,,,22.31667,91.81667,,,,,,,,0
1,,saturday,,,22.31667,91.81667,,,,,,,,0
11,,tuesday,,,22.31667,91.81667,,,,,,,,0
10,,saturday,,,22.31667,91.81667,,,,,,,,0.9
3,,friday,,,22.31667,91.81667,,,,,,,,0
7,,monday,,,22.359626,91.8301695,,,,,,,,10.6
11,,monday,,,22.359626,91.8301695,,,,,,,,0
7,,tuesday,,,22.359626,91.8301695,,,,,,,,12.8
3,,sunday,,,22.359626,91.8301695,,,,,,,,0
10,,sunday,,,22.359626,91.8301695,,,,,,,,10.5
12,,monday,,,22.359626,91.8301695,,,,,,,,0
4,,monday,,,24.361729,88.599246,,,,,,,,0
5,,thursday,,,22.81667,89.55,,,,,,,,0.1
9,,tuesday,,,22.821424,89.553008,,,,,,,,40.4
8,,saturday,,,24.361729,88.599246,,,,,,,,8.3
8,,wednesday,,,24.361729,88.599246,,,,,,,,10.7
4,,tuesday,,,23.887625,90.398942,,,,,,,,0.4
5,,monday,,,24.5014,89.5347,,,,,,,,1.9
5,,thursday,,,22.821424,89.553008,,,,,,,,0.2
4,,friday,,,22.821424,89.553008,,,,,,,,0
4,,sunday,,,24.361729,88.599246,,,,,,,,1.3
4,,friday,,,24.361729,88.599246,,,,,,,,0
3,,saturday,,,24.361729,88.599246,,,,,,,,0
9,,tuesday,,,24.361729,88.599246,,,,,,,,4.3
5,,thursday,,,23.9667,90.875,,,,,,,,16.2
1,,saturday,,,22.821424,89.553008,,,,,,,,0
1,,monday,,,24.361729,88.599246,,,,,,,,0
2,,friday,,,22.81667,89.55,,,,,,,,0
1,,saturday,,,22.821424,89.553008,,,,,,,,0
7,,tuesday,,,22.821424,89.553008,,,,,,,,27.9
4,,sunday,,,24.361729,88.599246,,,,,,,,0
6,,wednesday,,,22.821424,89.553008,,,,,,,,11.5
7,,friday,,,24.361729,88.599246,,,,,,,,2.1
7,,saturday,,,22.821424,89.553008,,,,,,,,4.3
1,,monday,,,22.81667,89.55,,,,,,,,0
7,,tuesday,,,22.821424,89.553008,,,,,,,,10.3
1,,friday,,,22.821424,89.553008,,,,,,,,0
1,,wednesday,,,22.821424,89.553008,,,,,,,,0
4,,friday,,,23.0333,90.775,,,,,,,,3.3
3,,tuesday,,,23.9667,90.875,,,,,,,,4.7
6,,friday,,,23.9667,90.875,,,,,,,,12.1
5,,monday,,,24.5014,89.5347,,,,,,,,1.9
5,,wednesday,,,23.8875,89.8375,,,,,,,,23.1
10,,wednesday,,,22.821424,89.553008,,,,,,,,0
10,,wednesday,,,22.821424,89.553008,,,,,,,,0
8,,tuesday,,,21.815024,90.121864,,,,,,,,3.1
5,,saturday,,,24.361729,88.599246,,,,,,,,5.4
4,,sunday,,,24.361729,88.599246,,,,,,,,20.4
7,,monday,,,23.180315,89.1608575,,,,,,,,6.4
10,,tuesday,,,22.821424,89.553008,,,,,,,,0
10,,tuesday,,,22.821424,89.553008,,,,,,,,0
7,,monday,,,24.361729,88.599246,,,,,,,,4.4
10,,monday,,,21.815024,90.121864,,,,,,,,0
1,,saturday,,,24.93951,91.41359,,,,,,,,0
2,,friday,,,24.361729,88.599246,,,,,,,,0
9,,sunday,,,22.821424,89.553008,,,,,,,,1.2
9,,friday,,,22.821424,89.553008,,,,,,,,2.5
