id,incident_month,incident_week,day,weekend,part_of_the_day,hour,,lat,long,incident_place,incident_district,incident_division,max_temp,avg_temp,min_temp,weather_code,,humidity,visibility,,,season,crime,weight
1088,9,36,tuesday,0,night,20 - 5:59,,23.754232,90.410831,moghbazar,dhaka,dhaka,33,30,25,353,,83,9,,,rainy,robbery,5
1089,2,6,saturday,1,noon,12 - 15:59,,23.754232,90.410831,moghbazar,dhaka,dhaka,32,26,18,113,,39,10,,,winter,robbery,5
1090,7,29,tuesday,0,night,20 - 5:59,,23.784506,90.403409,mohakhali,dhaka,dhaka,32,30,27,353,,82,10,,,rainy,robbery,5
1091,5,19,thursday,0,morning,6 - 11:59,,23.760178,90.355229,mohammadpur,dhaka,dhaka,38,34,27,200,,59,10,,,hot,robbery,5
1092,3,10,friday,1,night,20 - 5:59,,23.760178,90.355229,mohammadpur,dhaka,dhaka,31,27,20,113,,39,10,,,hot,robbery,5
1093,7,30,thursday,0,night,20 - 5:59,,23.737051,90.423374,motijheel,dhaka,dhaka,32,30,27,356,,78,9,,,rainy,robbery,5
1094,4,17,monday,0,night,20 - 5:59,,23.737051,90.423374,motijheel,dhaka,dhaka,31,28,23,356,,66,9,,,hot,robbery,5
1095,9,36,wednesday,0,night,20 - 5:59,,23.737051,90.423374,motijheel,dhaka,dhaka,34,31,27,353,,77,10,,,rainy,robbery,5
1096,2,6,saturday,1,night,20 - 5:59,,23.7931,90.3861,kafrul,dhaka,dhaka,32,28,22,113,,58,10,,,winter,robbery,5
1097,8,32,sunday,0,night,20 - 5:59,,23.6667,90.1667,nawabganj,dhaka,dhaka,31,28,26,353,,88,9,,,rainy,robbery,5
1098,6,26,monday,0,night,20 - 5:59,,23.746693,90.394921,new eskaton,dhaka,dhaka,35,31,27,356,,84,8,,,rainy,robbery,5
1099,6,25,wednesday,0,night,20 - 5:59,,23.728907,90.417137,nilkhet,dhaka,dhaka,33,31,27,359,,74,8,,,rainy,robbery,5
1100,6,25,thursday,0,night,20 - 5:59,,23.728907,90.417137,nilkhet,dhaka,dhaka,35,33,28,116,,65,10,,,rainy,robbery,5
1101,4,14,wednesday,0,morning,6 - 11:59,,23.794413,90.413735,old dhaka,dhaka,dhaka,33,30,23,386,,73,8,,,hot,robbery,5
1102,11,46,wednesday,0,night,20 - 5:59,,23.794413,90.413735,old dhaka,dhaka,dhaka,32,29,24,113,,58,10,,,winter,robbery,5
1103,6,24,thursday,0,night,20 - 5:59,,23.794413,90.413735,old dhaka,dhaka,dhaka,33,31,29,359,,78,8,,,rainy,robbery,5
1104,4,16,thursday,0,noon,12 - 15:59,,23.794413,90.413735,old dhaka,dhaka,dhaka,38,34,29,116,,40,10,,,hot,robbery,5
1105,12,50,thursday,0,night,20 - 5:59,,23.794413,90.413735,old dhaka,dhaka,dhaka,30,27,23,113,,53,10,,,winter,robbery,5
1106,4,14,wednesday,0,morning,6 - 11:59,,23.794413,90.413735,old dhaka,dhaka,dhaka,33,30,23,386,,73,8,,,hot,robbery,5
1107,2,8,monday,0,night,20 - 5:59,,23.73368,90.413005,paltan,dhaka,dhaka,28,23,17,116,,67,10,,,winter,robbery,5
1108,4,16,thursday,0,night,20 - 5:59,,23.728907,90.417137,rajabazar,dhaka,dhaka,37,34,29,113,,39,10,,,hot,robbery,5
1109,6,25,thursday,0,noon,12 - 15:59,,23.759994,90.420113,rampura,dhaka,dhaka,32,30,28,353,,82,9,,,rainy,robbery,5
1110,4,16,thursday,0,night,20 - 5:59,,23.759994,90.420113,rampura,dhaka,dhaka,39,35,26,116,,40,10,,,hot,robbery,5
1111,11,46,monday,0,afternoon,16 - 17:59,,23.759994,90.420113,rampura,dhaka,dhaka,32,29,24,113,,69,10,,,winter,robbery,5
1112,3,10,tuesday,0,morning,6 - 11:59,,23.759994,90.420113,rampura,dhaka,dhaka,30,27,22,116,,52,10,,,hot,robbery,5
1113,6,25,wednesday,0,night,20 - 5:59,,23.77731,90.43628,rupnagar,dhaka,dhaka,33,30,26,353,,77,10,,,rainy,robbery,5
1114,2,6,sunday,0,morning,6 - 11:59,,23.733251,90.442769,sabujbagh,dhaka,dhaka,32,26,19,113,,43,10,,,winter,robbery,5
1115,1,53,sunday,0,noon,12 - 15:59,,23.85833,90.26667,savar,dhaka,dhaka,29,25,19,113,,51,10,,,winter,robbery,5
1116,9,36,thursday,0,morning,6 - 11:59,,22.62908,91.65212,saidpur,dhaka,dhaka,30,28,26,386,,87,7,,,rainy,robbery,5
1117,9,36,wednesday,0,night,20 - 5:59,,23.85833,90.26667,savar,dhaka,dhaka,32,30,26,386,,86,9,,,rainy,robbery,5
1118,6,25,friday,1,night,20 - 5:59,,23.85833,90.26667,savar,dhaka,dhaka,35,32,28,353,,77,10,,,rainy,robbery,5
1119,4,15,sunday,0,night,20 - 5:59,,23.85833,90.26667,savar,dhaka,dhaka,35,32,27,200,,60,10,,,hot,robbery,5
1120,2,6,monday,0,night,20 - 5:59,,23.85833,90.26667,savar,dhaka,dhaka,31,26,20,113,,42,10,,,winter,robbery,5
1121,4,17,tuesday,0,noon,12 - 15:59,,23.85833,90.26667,savar,dhaka,dhaka,36,32,26,356,,70,9,,,hot,robbery,5
1122,5,20,sunday,0,morning,6 - 11:59,,23.85833,90.26667,savar,dhaka,dhaka,34,31,28,353,,69,10,,,hot,robbery,5
1123,5,21,tuesday,0,morning,6 - 11:59,,23.85833,90.26667,savar,dhaka,dhaka,35,32,28,116,,66,10,,,hot,robbery,5
1124,11,47,wednesday,0,noon,12 - 15:59,,23.85833,90.26667,savar,dhaka,dhaka,30,27,23,116,,65,10,,,winter,robbery,5
1125,10,43,sunday,0,morning,6 - 11:59,,23.85833,90.26667,savar,dhaka,dhaka,36,30,25,176,,60,10,,,rainy,robbery,5
1126,3,10,tuesday,0,night,20 - 5:59,,23.85833,90.26667,savar,dhaka,dhaka,33,29,24,113,,58,10,,,hot,robbery,5
1127,3,10,tuesday,0,night,20 - 5:59,,23.85833,90.26667,savar,dhaka,dhaka,33,29,24,113,,58,10,,,hot,robbery,5
1128,2,6,monday,0,noon,12 - 15:59,,23.85833,90.26667,savar,dhaka,dhaka,33,28,21,113,,47,10,,,winter,robbery,5
1129,2,6,thursday,0,night,20 - 5:59,,23.85833,90.26667,savar,dhaka,dhaka,30,26,21,113,,47,10,,,winter,robbery,5
1130,11,47,saturday,1,morning,6 - 11:59,,23.85833,90.26667,savar,dhaka,dhaka,31,26,20,113,,76,10,,,winter,robbery,5
1131,11,47,sunday,0,afternoon,16 - 17:59,,23.85833,90.26667,savar,dhaka,dhaka,30,26,20,113,,69,10,,,winter,robbery,5
1132,6,26,tuesday,0,afternoon,16 - 17:59,,23.85833,90.26667,savar,dhaka,dhaka,35,33,28,116,,69,10,,,rainy,robbery,5
1133,1,2,friday,1,night,20 - 5:59,,23.85833,90.26667,savar,dhaka,dhaka,26,22,17,113,,63,10,,,winter,robbery,5
1134,1,4,wednesday,0,night,20 - 5:59,,23.85833,90.26667,savar,dhaka,dhaka,27,23,15,113,,41,10,,,winter,robbery,5
1135,6,25,saturday,1,night,20 - 5:59,,23.85833,90.26667,savar,dhaka,dhaka,31,28,27,356,,90,9,,,rainy,robbery,5
1136,6,23,sunday,0,night,20 - 5:59,,23.85833,90.26667,savar,dhaka,dhaka,34,31,28,386,,84,8,,,rainy,robbery,5
1137,10,44,tuesday,0,morning,6 - 11:59,,23.85833,90.26667,savar,dhaka,dhaka,35,30,25,113,,62,10,,,rainy,robbery,5
1138,4,15,monday,0,afternoon,16 - 17:59,,23.85833,90.26667,savar,dhaka,dhaka,42,36,27,116,,58,10,,,hot,robbery,5
1139,4,15,wednesday,0,night,20 - 5:59,,23.728907,90.417137,sayedabad,dhaka,dhaka,33,30,25,386,,72,8,,,hot,robbery,5
1140,4,15,wednesday,0,night,20 - 5:59,,23.728907,90.417137,sayedabad,dhaka,dhaka,33,30,25,386,,72,8,,,hot,robbery,5
1141,4,15,wednesday,0,night,20 - 5:59,,23.728907,90.417137,sayedabad,dhaka,dhaka,33,30,25,386,,72,8,,,hot,robbery,5
1142,4,15,wednesday,0,night,20 - 5:59,,23.728907,90.417137,sayedabad,dhaka,dhaka,33,30,25,386,,72,8,,,hot,robbery,5
1143,4,15,tuesday,0,night,20 - 5:59,,23.728907,90.417137,sayedabad,dhaka,dhaka,35,31,25,386,,66,9,,,hot,robbery,5
1144,4,15,wednesday,0,night,20 - 5:59,,23.728907,90.417137,sayedabad,dhaka,dhaka,33,30,25,386,,72,8,,,hot,robbery,5
1145,4,15,tuesday,0,night,20 - 5:59,,23.728907,90.417137,sayedabad,dhaka,dhaka,35,31,25,386,,66,9,,,hot,robbery,5
1146,4,15,tuesday,0,night,20 - 5:59,,23.728907,90.417137,sayedabad,dhaka,dhaka,35,31,25,386,,66,9,,,hot,robbery,5
1147,4,15,tuesday,0,night,20 - 5:59,,23.728907,90.417137,sayedabad,dhaka,dhaka,35,31,25,386,,66,9,,,hot,robbery,5
1148,9,37,thursday,0,morning,6 - 11:59,,23.728907,90.417137,sayedabad,dhaka,dhaka,35,33,29,119,,67,10,,,rainy,robbery,5
1149,12,52,tuesday,0,morning,6 - 11:59,,23.784506,90.403409,segunbagicha,dhaka,dhaka,27,23,18,113,,46,10,,,winter,robbery,5
1150,10,41,sunday,0,afternoon,16 - 17:59,,23.736484,90.397323,shahbagh,dhaka,dhaka,31,28,24,176,,84,10,,,rainy,robbery,5
1151,2,8,tuesday,0,night,20 - 5:59,,23.74534,90.4234,shahjahanpur,dhaka,dhaka,31,27,22,113,,41,10,,,winter,robbery,5
1152,3,10,thursday,0,morning,6 - 11:59,,23.74534,90.4234,shajahanpur,dhaka,dhaka,36,33,27,116,,39,10,,,hot,robbery,5
1153,11,48,monday,0,morning,6 - 11:59,,23.74534,90.4234,shajahanpur,dhaka,dhaka,33,29,24,113,,57,10,,,winter,robbery,5
1154,8,33,tuesday,0,night,20 - 5:59,,24.16667,90.41667,shonir akhra,dhaka,dhaka,33,30,26,356,,81,10,,,rainy,robbery,5
1155,7,29,sunday,0,noon,12 - 15:59,,23.77405872,90.3644076,shyamoli,dhaka,dhaka,33,30,26,353,,82,9,,,rainy,robbery,5
1156,3,9,saturday,1,noon,12 - 15:59,,23.783794,90.378374,taltola,dhaka,dhaka,37,32,25,113,,50,10,,,hot,robbery,5
1157,3,11,thursday,0,noon,12 - 15:59,,23.71384927,90.40776174,tanti bazar,dhaka,dhaka,34,30,22,113,,43,10,,,hot,robbery,5
1158,4,17,sunday,0,night,20 - 5:59,,23.763,90.3897,tejgaon,dhaka,dhaka,42,36,28,116,,55,10,,,hot,robbery,5
1159,1,2,saturday,1,night,20 - 5:59,,23.763,90.3897,tejgaon,dhaka,dhaka,28,23,17,113,,57,10,,,winter,robbery,5
1160,10,40,sunday,0,night,20 - 5:59,,23.720046,90.421578,tikatuli,dhaka,dhaka,34,32,28,353,,71,10,,,rainy,robbery,5
1161,6,23,thursday,0,night,20 - 5:59,,23.720046,90.421578,tikatuli,dhaka,dhaka,33,31,27,356,,78,9,,,rainy,robbery,5
1162,7,31,monday,0,night,20 - 5:59,,23.720046,90.421578,tikatuli,dhaka,dhaka,34,30,26,200,,82,8,,,rainy,robbery,5
1163,11,46,monday,0,morning,6 - 11:59,,23.860422,90.367672,turag,dhaka,dhaka,34,29,23,113,,57,10,,,winter,robbery,5
1164,3,11,monday,0,night,20 - 5:59,,23.860422,90.367672,turag,dhaka,dhaka,33,26,18,116,,33,10,,,hot,robbery,5
1165,4,15,sunday,0,noon,12 - 15:59,,23.860422,90.367672,turag,dhaka,dhaka,39,34,27,113,,41,10,,,hot,robbery,5
1166,8,34,friday,1,night,20 - 5:59,,23.874875,90.393071,uttara,dhaka,dhaka,33,30,26,356,,80,9,,,rainy,robbery,5
1167,6,25,sunday,0,morning,6 - 11:59,,23.874875,90.393071,uttara,dhaka,dhaka,33,30,27,359,,85,8,,,rainy,robbery,5
1168,10,43,wednesday,0,night,20 - 5:59,,23.874875,90.393071,uttara,dhaka,dhaka,35,31,26,113,,73,10,,,rainy,robbery,5
1169,1,1,thursday,0,noon,12 - 15:59,,23.874875,90.393071,uttara,dhaka,dhaka,30,25,19,113,,46,10,,,winter,robbery,5
1170,7,31,monday,0,night,20 - 5:59,,23.874875,90.393071,uttara,dhaka,dhaka,26,25,24,308,,90,8,,,rainy,robbery,5
1171,11,45,friday,1,night,20 - 5:59,,23.874875,90.393071,uttara,dhaka,dhaka,32,28,23,116,,66,10,,,winter,robbery,5
,4,15,monday,0,noon,12 - 15:59,,23.874875,90.393071,uttara,dhaka,dhaka,38,34,25,143,,60,9,,,hot,robbery,5
1173,3,13,monday,0,afternoon,16 - 17:59,,22.31667,91.81667,banshkhali,chattogram,chattogram,35,30,23,113,,54,10,,,hot,murder,10
1174,3,13,monday,0,afternoon,16 - 17:59,,22.31667,91.81667,banshkhali,chattogram,chattogram,35,30,23,113,,54,10,,,hot,murder,10
1175,8,32,tuesday,0,morning,6 - 11:59,,22.31667,91.81667,banshkhali,chattogram,chattogram,32,29,26,356,,83,9,,,rainy,murder,10
1176,3,9,saturday,1,afternoon,16 - 17:59,,22.31667,91.81667,banshkhali,chattogram,chattogram,30,27,23,113,,70,10,,,hot,murder,10
1177,4,16,tuesday,0,night,20 - 5:59,,22.31667,91.81667,boalkhali,chattogram,chattogram,32,30,26,299,,76,10,,,hot,murder,10
1178,4,16,thursday,0,night,20 - 5:59,,22.31667,91.81667,boalkhali,chattogram,chattogram,36,34,29,113,,57,10,,,hot,murder,10
1179,1,2,tuesday,0,night,20 - 5:59,,22.31667,91.81667,chandanaish,chattogram,chattogram,27,23,18,113,,60,10,,,winter,murder,10
1180,9,36,wednesday,0,night,20 - 5:59,,22.31667,91.81667,fatikchhari,chattogram,chattogram,31,28,25,356,,85,9,,,rainy,murder,10
1181,4,15,sunday,0,night,20 - 5:59,,22.31667,91.81667,fatikchhari,chattogram,chattogram,35,31,26,113,,76,10,,,hot,murder,10
1182,4,15,sunday,0,night,20 - 5:59,,22.31667,91.81667,fatikchhari,chattogram,chattogram,35,31,26,113,,76,10,,,hot,murder,10
1183,5,20,thursday,0,morning,6 - 11:59,,22.498796,91.807213,hathazari,chattogram,chattogram,32,30,28,353,,82,10,,,hot,murder,10
1184,5,20,friday,1,night,20 - 5:59,,22.498796,91.807213,hathazari,chattogram,chattogram,31,29,26,176,,78,9,,,hot,murder,10
1185,5,18,thursday,0,night,20 - 5:59,,22.498796,91.807213,hathazari,chattogram,chattogram,32,30,27,359,,78,8,,,hot,murder,10
1186,7,26,sunday,0,night,20 - 5:59,,22.31667,91.81667,karnafuli,chattogram,chattogram,30,29,27,359,,82,8,,,rainy,murder,10
1187,5,21,thursday,0,night,20 - 5:59,,22.31667,91.81667,lohagara,chattogram,chattogram,33,31,27,119,,79,10,,,hot,murder,10
1188,2,6,friday,1,morning,6 - 11:59,,22.31667,91.81667,lohagara,chattogram,chattogram,30,25,19,113,,51,10,,,winter,murder,10
1189,7,28,wednesday,0,night,20 - 5:59,,22.31667,91.81667,lohagara,chattogram,chattogram,31,29,26,356,,82,9,,,rainy,murder,10
1190,1,4,monday,0,afternoon,16 - 17:59,,22.31667,91.81667,mirsharai,chattogram,chattogram,26,23,18,113,,60,10,,,winter,murder,10
1191,1,4,tuesday,0,night,20 - 5:59,,22.31667,91.81667,mirsharai,chattogram,chattogram,29,24,18,113,,60,10,,,winter,murder,10
1192,7,27,sunday,0,morning,6 - 11:59,,22.31667,91.81667,mirsharai,chattogram,chattogram,29,28,27,359,,88,5,,,rainy,murder,10
1193,10,44,tuesday,0,afternoon,16 - 17:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,26,24,22,302,,86,7,,,rainy,murder,10
1194,7,31,monday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,32,30,27,386,,82,9,,,rainy,murder,10
1195,11,48,friday,1,morning,6 - 11:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,28,25,20,113,,73,10,,,winter,murder,10
1196,12,50,friday,1,noon,12 - 15:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,27,24,21,119,,64,10,,,winter,murder,10
1197,10,43,tuesday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,31,29,26,176,,78,10,,,rainy,murder,10
1198,1,3,tuesday,0,noon,12 - 15:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,24,22,17,113,,68,10,,,winter,murder,10
1199,1,3,tuesday,0,noon,12 - 15:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,24,22,17,113,,68,10,,,winter,murder,10
1200,10,42,saturday,1,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,33,29,26,176,,81,10,,,rainy,murder,10
1201,10,41,monday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,30,28,25,176,,78,10,,,rainy,murder,10
1202,11,44,thursday,0,morning,6 - 11:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,30,27,23,116,,74,10,,,winter,murder,10
1203,4,16,monday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,34,30,24,113,,54,10,,,hot,murder,10
1204,5,20,wednesday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,32,30,27,356,,79,8,,,hot,murder,10
1205,4,17,friday,1,afternoon,16 - 17:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,33,30,25,116,,75,10,,,hot,murder,10
1206,4,14,wednesday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,30,28,25,386,,79,10,,,hot,murder,10
1207,4,15,monday,0,morning,6 - 11:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,34,30,25,143,,81,7,,,hot,murder,10
1208,4,14,thursday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,31,28,24,113,,74,10,,,hot,murder,10
1209,4,14,tuesday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,33,30,25,113,,65,10,,,hot,murder,10
1210,4,14,saturday,1,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,33,29,23,143,,74,9,,,hot,murder,10
1211,8,34,tuesday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,32,29,26,176,,84,10,,,rainy,murder,10
1212,8,33,friday,1,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,31,29,26,176,,84,9,,,rainy,murder,10
1213,2,5,friday,1,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,29,24,19,113,,54,10,,,winter,murder,10
1214,5,22,thursday,0,morning,6 - 11:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,32,30,27,356,,76,8,,,hot,murder,10
1215,3,9,tuesday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,31,28,22,113,,65,10,,,hot,murder,10
1216,6,24,sunday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,32,30,27,356,,84,9,,,rainy,murder,10
1217,8,35,monday,0,noon,12 - 15:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,30,28,26,356,,87,9,,,rainy,murder,10
1218,3,11,tuesday,0,morning,6 - 11:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,29,26,21,113,,48,10,,,hot,murder,10
1219,9,36,friday,1,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,30,28,27,359,,85,7,,,rainy,murder,10
1220,4,14,thursday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,33,30,26,116,,78,10,,,hot,murder,10
1221,4,17,wednesday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,33,30,26,119,,80,10,,,hot,murder,10
1222,3,12,friday,1,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,32,28,21,113,,73,10,,,hot,murder,10
1223,6,24,sunday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,32,30,27,356,,84,9,,,rainy,murder,10
1224,6,25,monday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,31,29,26,356,,80,10,,,rainy,murder,10
1225,6,25,tuesday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,33,31,28,116,,80,10,,,rainy,murder,10
1226,6,25,monday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,33,31,27,116,,80,10,,,rainy,murder,10
1227,4,15,wednesday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,33,29,24,176,,78,8,,,hot,murder,10
1228,4,14,sunday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,34,29,25,116,,70,10,,,hot,murder,10
1229,5,20,tuesday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,35,31,27,200,,78,10,,,hot,murder,10
1230,4,16,wednesday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,37,32,25,143,,72,7,,,hot,murder,10
1231,4,15,sunday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,35,31,26,113,,76,10,,,hot,murder,10
1232,5,19,saturday,1,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,33,30,26,119,,79,10,,,hot,murder,10
1233,5,19,friday,1,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,34,30,27,122,,78,10,,,hot,murder,10
1234,9,36,friday,1,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,31,28,25,386,,84,10,,,rainy,murder,10
1235,9,39,saturday,1,evening,18 - 19:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,32,30,27,113,,82,10,,,rainy,murder,10
1236,5,21,friday,1,morning,6 - 11:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,33,31,27,176,,76,10,,,hot,murder,10
1237,5,19,friday,1,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,34,31,27,200,,77,10,,,hot,murder,10
1238,3,12,tuesday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,33,30,26,113,,59,10,,,hot,murder,10
1239,2,8,friday,1,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,31,27,20,113,,70,10,,,winter,murder,10
1240,3,13,monday,0,noon,12 - 15:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,33,29,24,113,,73,10,,,hot,murder,10
1241,8,35,monday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,31,29,26,356,,84,9,,,rainy,murder,10
1242,2,8,sunday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,30,26,20,113,,49,10,,,winter,murder,10
1243,2,8,saturday,1,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,30,27,21,113,,51,10,,,winter,murder,10
1244,2,5,sunday,0,afternoon,16 - 17:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,30,26,18,113,,58,10,,,winter,murder,10
1245,2,6,saturday,1,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,30,26,19,113,,53,10,,,winter,murder,10
1246,2,6,saturday,1,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,30,26,19,113,,53,10,,,winter,murder,10
1247,2,5,sunday,0,afternoon,16 - 17:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,30,26,18,113,,58,10,,,winter,murder,10
1248,1,2,monday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,28,24,18,113,,56,10,,,winter,murder,10
1249,6,26,sunday,0,afternoon,16 - 17:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,33,31,28,359,,78,8,,,rainy,murder,10
1250,7,27,sunday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,31,29,26,356,,81,9,,,rainy,murder,10
1251,1,2,monday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,28,24,18,113,,56,10,,,winter,murder,10
1252,6,25,friday,1,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,32,30,28,359,,83,7,,,rainy,murder,10
1253,1,3,tuesday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,27,23,18,113,,57,10,,,winter,murder,10
1254,11,47,tuesday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,27,24,19,113,,64,10,,,winter,murder,10
1255,2,7,sunday,0,night,20 - 5:59,,22.359626,91.8301695,chattogram city,chattogram,chattogram,27,23,19,113,,66,10,,,winter,murder,10
1256,4,17,tuesday,0,night,20 - 5:59,,22.31667,91.81667,patiya,chattogram,chattogram,37,33,26,113,,45,10,,,hot,murder,10
1257,1,3,friday,1,morning,6 - 11:59,,22.31667,91.81667,patiya,chattogram,chattogram,27,23,17,113,,60,10,,,winter,murder,10
1258,2,6,friday,1,night,20 - 5:59,,22.31667,91.81667,patiya,chattogram,chattogram,29,26,20,113,,58,10,,,winter,murder,10
1259,12,49,monday,0,night,20 - 5:59,,22.31667,91.81667,patiya,chattogram,chattogram,26,23,19,113,,68,10,,,winter,murder,10
1260,5,18,friday,1,night,20 - 5:59,,22.31667,91.81667,rangunia,chattogram,chattogram,32,29,26,359,,75,8,,,hot,murder,10
1261,8,33,monday,0,night,20 - 5:59,,22.31667,91.81667,rangunia,chattogram,chattogram,30,29,26,356,,86,9,,,rainy,murder,10
1262,3,9,tuesday,0,night,20 - 5:59,,22.31667,91.81667,rangunia,chattogram,chattogram,31,28,22,113,,65,10,,,hot,murder,10
1263,1,4,wednesday,0,night,20 - 5:59,,22.31667,91.81667,rangunia,chattogram,chattogram,30,25,18,113,,59,10,,,winter,murder,10
1264,1,4,wednesday,0,night,20 - 5:59,,22.31667,91.81667,rangunia,chattogram,chattogram,30,25,18,113,,59,10,,,winter,murder,10
1265,7,27,saturday,1,night,20 - 5:59,,22.31667,91.81667,raozan,chattogram,chattogram,29,28,27,359,,89,5,,,rainy,murder,10
1266,4,17,wednesday,0,night,20 - 5:59,,22.31667,91.81667,sandwip,chattogram,chattogram,33,30,26,119,,80,10,,,hot,murder,10
1267,5,20,wednesday,0,morning,6 - 11:59,,22.31667,91.81667,sandwip,chattogram,chattogram,32,30,27,356,,79,8,,,hot,murder,10
1268,2,7,wednesday,0,night,20 - 5:59,,22.31667,91.81667,sandwip,chattogram,chattogram,31,28,22,113,,46,10,,,winter,murder,10
1269,2,5,saturday,1,afternoon,16 - 17:59,,22.31667,91.81667,satkania,chattogram,chattogram,27,23,17,113,,45,10,,,winter,murder,10
1270,4,16,friday,1,night,20 - 5:59,,22.31667,91.81667,satkania,chattogram,chattogram,32,30,26,176,,78,10,,,hot,murder,10
1271,9,38,wednesday,0,afternoon,16 - 17:59,,22.31667,91.81667,satkania,chattogram,chattogram,33,30,26,176,,79,10,,,rainy,murder,10
1272,5,20,tuesday,0,night,20 - 5:59,,22.359626,91.8301695,sitakunda,chattogram,chattogram,34,31,28,122,,77,10,,,hot,murder,10
1273,4,15,saturday,1,night,20 - 5:59,,22.359626,91.8301695,sitakunda,chattogram,chattogram,33,30,25,113,,75,10,,,hot,murder,10
1274,5,20,friday,1,night,20 - 5:59,,22.359626,91.8301695,sitakunda,chattogram,chattogram,33,31,27,353,,77,10,,,hot,murder,10
