id,incident_month,incident_week,day,weekend,part_of_the_day,hour,,lat,long,incident_place,incident_district,incident_division,max_temp,avg_temp,min_temp,weather_code,,humidity,visibility,,,season,crime,weight
3691,10,41,sunday,0,night,20 - 5:59,,26.0208,88.4667,thakurgaon sadar,thakurgaon,rangpur,35,31,25,113,,72,10,,,rainy,rape,7
3692,10,42,monday,0,noon,12 - 15:59,,23.180315,89.1608575,jessore sadar,jashore,khulna,34,30,25,113,,70,10,,,rainy,rape,7
3693,10,41,sunday,0,night,20 - 5:59,,25.6333,88.65,dinajpur sadar,dinajpur,rangpur,36,32,25,113,,73,10,,,rainy,rape,7
3694,10,43,thursday,0,night,20 - 5:59,,25.7583,89.2333,rangpur sadar,rangpur,rangpur,31,27,23,116,,78,10,,,rainy,rape,7
3695,9,39,wednesday,0,night,20 - 5:59,,24.9167,89.9583,jamalpur sadar,jamalpur,mymensingh,29,27,24,353,,82,9,,,rainy,rape,7
3696,11,44,sunday,0,night,20 - 5:59,,23.180315,89.1608575,jessore sadar,jashore,khulna,29,26,21,116,,83,10,,,winter,rape,7
3697,11,44,saturday,1,night,20 - 5:59,,24.005,89.25,pabna sadar,pabna,rajshahi,26,24,23,302,,87,8,,,winter,rape,7
3698,11,46,wednesday,0,night,20 - 5:59,,22.5778,89.99,pirojpur sadar,pirojpur,barisal,30,26,20,113,,63,10,,,winter,rape,7
3699,12,48,saturday,1,night,20 - 5:59,,25.6333,88.65,dinajpur sadar,dinajpur,rangpur,30,26,18,113,,62,10,,,winter,rape,7
3700,12,51,monday,0,noon,12 - 15:59,,24.805,88.95,naogaon sadar,naogaon,rajshahi,29,25,20,113,,51,10,,,winter,rape,7
3701,9,37,thursday,0,noon,12 - 15:59,,22.6431,90.2,jhalakathi sadar,jhalakathi,barisal,35,32,29,356,,69,9,,,rainy,rape,7
3702,11,45,sunday,0,night,20 - 5:59,,23.6,90.5,narayanganj sadar,narayanganj,dhaka,31,27,22,113,,76,10,,,winter,rape,7
3703,5,18,saturday,1,noon,12 - 15:59,,24.075,90.2167,kaliakair,gazipur,dhaka,37,33,28,386,,62,10,,,hot,rape,7
3704,5,22,tuesday,0,morning,6 - 11:59,,24.075,90.2167,kaliakair,gazipur,dhaka,33,31,27,356,,79,9,,,hot,rape,7
3705,9,37,wednesday,0,night,20 - 5:59,,25.333317,89.520761,gaibandha sadar,gaibandha,rangpur,33,30,27,386,,80,7,,,rainy,rape,7
3706,1,5,wednesday,0,night,20 - 5:59,,23.605717,89.841728,faridpur sadar,faridpur,dhaka,29,24,16,113,,37,10,,,winter,rape,7
3707,2,6,wednesday,0,morning,6 - 11:59,,23.0417,91.9944,khagrachhari sadar,khagrachhari,chattogram,32,25,14,113,,66,10,,,winter,rape,7
3708,2,6,tuesday,0,night,20 - 5:59,,25.915,89.45,lalmonirhat sadar,lalmonirhat,rangpur,32,26,19,113,,40,10,,,winter,rape,7
3709,3,10,monday,0,night,20 - 5:59,,25.915,89.45,lalmonirhat sadar,lalmonirhat,rangpur,37,31,22,113,,35,10,,,hot,rape,7
3710,3,12,thursday,0,night,20 - 5:59,,24.8417,89.375,bogra sadar,bogura,rajshahi,36,31,22,113,,38,10,,,hot,rape,7
3711,6,25,monday,0,night,20 - 5:59,,25.7583,89.2333,rangpur sadar,rangpur,rangpur,38,35,28,356,,66,9,,,rainy,rape,7
3712,8,33,wednesday,0,night,20 - 5:59,,22.3542,90.3181,patuakhali sadar,patuakhali,barisal,32,30,27,353,,78,10,,,rainy,rape,7
3713,9,39,thursday,0,afternoon,16 - 17:59,,25.915,89.45,lalmonirhat sadar,lalmonirhat,rangpur,34,30,26,359,,83,6,,,rainy,rape,7
3714,10,41,tuesday,0,evening,18 - 19:59,,23.1667,90.2083,madaripur sadar,madaripur,dhaka,30,28,25,353,,88,9,,,rainy,rape,7
3715,5,20,monday,0,evening,18 - 19:59,,26.3083,88.4583,atwari,panchagarh,rangpur,39,33,26,386,,68,9,,,hot,rape,7
3716,12,52,friday,1,night,20 - 5:59,,22.3542,90.3181,patuakhali sadar,patuakhali,barisal,27,22,16,113,,50,10,,,winter,rape,7
3717,6,23,friday,1,night,20 - 5:59,,25.915,89.45,lalmonirhat sadar,lalmonirhat,rangpur,38,34,28,359,,67,7,,,rainy,rape,7
3718,7,31,monday,0,night,20 - 5:59,,23.175,89.505,narail sadar,narail,khulna,33,31,27,356,,78,10,,,rainy,rape,7
3719,8,35,saturday,1,morning,6 - 11:59,,25.915,89.45,lalmonirhat sadar,lalmonirhat,rangpur,36,32,27,356,,75,9,,,rainy,rape,7
3720,9,36,thursday,0,night,20 - 5:59,,23.9,89.1333,kushtia sadar,kushtia,khulna,34,31,26,176,,79,10,,,rainy,rape,7
3721,9,39,sunday,0,night,20 - 5:59,,24.888242,91.868519,sylhet sadar,sylhet,sylhet,35,30,23,176,,77,10,,,rainy,rape,7
3722,10,41,friday,1,night,20 - 5:59,,23.175,89.505,narail sadar,narail,khulna,34,31,26,353,,75,10,,,rainy,rape,7
3723,10,42,sunday,0,night,20 - 5:59,,26.0208,88.4667,thakurgaon sadar,thakurgaon,rangpur,33,28,22,113,,71,10,,,rainy,rape,7
3724,2,7,monday,0,night,20 - 5:59,,24.75,90.4167,mymensingh sadar,mymensingh,mymensingh,31,26,18,113,,33,10,,,winter,rape,7
3725,11,44,sunday,0,night,20 - 5:59,,24.4778,91.7667,moulvibazar sadar,moulvibazar,sylhet,32,27,18,143,,83,8,,,winter,rape,7
3726,11,45,wednesday,0,night,20 - 5:59,,24.4333,89.375,tarash,sirajganj,rajshahi,33,29,22,113,,70,10,,,winter,rape,7
3727,10,41,thursday,0,night,20 - 5:59,,23.6,90.5,narayanganj sadar,narayanganj,dhaka,29,27,25,356,,83,10,,,rainy,rape,7
3728,10,43,wednesday,0,evening,18 - 19:59,,24.586659,88.275275,chapainawabganj sadar,chapainawabganj,rajshahi,32,28,22,116,,70,10,,,rainy,rape,7
3729,12,52,tuesday,0,night,20 - 5:59,,24.586659,88.275275,chapainawabganj sadar,chapainawabganj,rajshahi,25,19,13,113,,40,10,,,winter,rape,7
3730,12,52,tuesday,0,night,20 - 5:59,,24.586659,88.275275,chapainawabganj sadar,chapainawabganj,rajshahi,25,19,13,113,,40,10,,,winter,rape,7
3731,1,3,wednesday,0,night,20 - 5:59,,22.7,90.3667,barisal sadar,barisal,barisal,29,25,18,113,,43,10,,,winter,rape,7
3732,8,33,tuesday,0,night,20 - 5:59,,24.56667,91.515,nabiganj,habiganj,sylhet,35,31,26,116,,78,10,,,rainy,rape,7
3733,8,34,friday,1,night,20 - 5:59,,23.8833,90.9833,nabinagar,brahmanbaria,chattogram,29,28,26,359,,88,7,,,rainy,rape,7
3734,8,34,friday,1,night,20 - 5:59,,23.8833,90.9833,nabinagar,brahmanbaria,chattogram,29,28,26,359,,88,7,,,rainy,rape,7
3735,3,10,sunday,0,morning,6 - 11:59,,23.4153,89.8917,nagarkanda,faridpur,dhaka,33,28,21,119,,41,10,,,hot,rape,7
3736,1,3,wednesday,0,morning,6 - 11:59,,23.4153,89.8917,nagarkanda,faridpur,dhaka,29,24,17,113,,43,10,,,winter,rape,7
3737,11,46,monday,0,noon,12 - 15:59,,21.4167,92.1833,naikhongchhari,bandarban,chattogram,28,26,24,353,,84,10,,,winter,rape,7
3738,11,46,wednesday,0,evening,18 - 19:59,,21.4167,92.1833,naikhongchhari,bandarban,chattogram,29,26,22,113,,83,10,,,winter,rape,7
3739,8,33,tuesday,0,night,20 - 5:59,,22.6222,90.2708,nalchity,jhalakathi,barisal,30,29,28,359,,81,7,,,rainy,rape,7
3740,8,33,thursday,0,night,20 - 5:59,,22.6222,90.2708,nalchity,jhalakathi,barisal,29,28,27,359,,86,9,,,rainy,rape,7
3741,8,33,friday,1,night,20 - 5:59,,22.6222,90.2708,nalchity,jhalakathi,barisal,30,28,27,356,,84,9,,,rainy,rape,7
3742,2,7,sunday,0,night,20 - 5:59,,25.08333,90.18528,nalitabari,sherpur,mymensingh,36,30,22,113,,36,10,,,winter,rape,7
3743,6,24,tuesday,0,evening,18 - 19:59,,24.5667,90.6833,nandail,mymensingh,mymensingh,36,33,29,356,,69,10,,,rainy,rape,7
3744,2,7,thursday,0,morning,6 - 11:59,,24.5667,90.6833,nandail,mymensingh,mymensingh,29,24,17,113,,32,10,,,winter,rape,7
3745,6,26,friday,1,night,20 - 5:59,,24.5667,90.6833,nandail,mymensingh,mymensingh,32,30,27,356,,86,9,,,rainy,rape,7
3746,1,2,saturday,1,night,20 - 5:59,,24.5667,90.6833,nandail,mymensingh,mymensingh,25,22,18,116,,57,10,,,winter,rape,7
3747,6,26,monday,0,night,20 - 5:59,,24.5667,90.6833,nandail,mymensingh,mymensingh,36,33,28,353,,69,10,,,rainy,rape,7
3748,1,4,tuesday,0,night,20 - 5:59,,23.6,90.5,narayanganj sadar,narayanganj,dhaka,30,25,19,116,,48,10,,,winter,rape,7
3749,7,29,sunday,0,morning,6 - 11:59,,23.6,90.5,narayanganj sadar,narayanganj,dhaka,32,30,27,356,,81,8,,,rainy,rape,7
3750,12,49,thursday,0,night,20 - 5:59,,23.6,90.5,narayanganj sadar,narayanganj,dhaka,30,27,22,113,,70,10,,,winter,rape,7
3751,12,52,wednesday,0,night,20 - 5:59,,24.207,91.2097,nasirnagar,brahmanbaria,chattogram,30,26,20,113,,62,10,,,winter,rape,7
3752,12,52,wednesday,0,night,20 - 5:59,,24.207,91.2097,nasirnagar,brahmanbaria,chattogram,30,26,20,113,,62,10,,,winter,rape,7
3753,2,7,sunday,0,night,20 - 5:59,,22.7461,89.9678,nazirpur,pirojpur,barisal,26,23,19,296,,63,9,,,winter,rape,7
3754,11,45,saturday,1,afternoon,16 - 17:59,,22.7461,89.9678,nazirpur,pirojpur,barisal,30,26,21,113,,79,10,,,winter,rape,7
3755,4,14,thursday,0,morning,6 - 11:59,,22.7461,89.9678,nazirpur,pirojpur,barisal,37,32,26,116,,61,10,,,hot,rape,7
3756,3,11,wednesday,0,night,20 - 5:59,,22.7461,89.9678,nazirpur,pirojpur,barisal,35,29,22,113,,43,10,,,hot,rape,7
3757,1,5,tuesday,0,night,20 - 5:59,,22.7461,89.9678,nazirpur,pirojpur,barisal,31,26,19,113,,44,10,,,winter,rape,7
3758,5,19,friday,1,night,20 - 5:59,,22.7472,90.1036,nesarabad,pirojpur,barisal,40,35,28,116,,59,10,,,hot,rape,7
3759,8,34,friday,1,night,20 - 5:59,,22.7472,90.1036,nesarabad,pirojpur,barisal,32,30,27,356,,78,9,,,rainy,rape,7
3760,8,34,sunday,0,morning,6 - 11:59,,22.7472,90.1036,nesarabad,pirojpur,barisal,32,30,26,386,,78,9,,,rainy,rape,7
3761,11,46,wednesday,0,night,20 - 5:59,,24.875,90.7333,netrokona sadar,netrokona,mymensingh,31,25,18,113,,73,10,,,winter,rape,7
3762,6,26,monday,0,night,20 - 5:59,,24.8583,88.5667,niamatpur,naogaon,rajshahi,33,30,28,359,,75,8,,,rainy,rape,7
3763,11,47,thursday,0,night,20 - 5:59,,25.9417,88.8444,nilphamari sadar,nilphamari,rangpur,30,26,20,113,,61,10,,,winter,rape,7
3764,9,36,wednesday,0,night,20 - 5:59,,24.6611,89.2333,nondigram,bogura,rajshahi,29,28,28,305,,85,9,,,rainy,rape,7
3765,5,21,thursday,0,night,20 - 5:59,,24.6611,89.2333,nondigram,bogura,rajshahi,39,36,30,176,,50,10,,,hot,rape,7
3766,9,36,wednesday,0,night,20 - 5:59,,24.6611,89.2333,nondigram,bogura,rajshahi,29,28,28,305,,85,9,,,rainy,rape,7
3767,4,15,friday,1,night,20 - 5:59,,24.6611,89.2333,nondigram,bogura,rajshahi,42,35,24,113,,22,10,,,hot,rape,7
3768,9,39,thursday,0,morning,6 - 11:59,,24.4417,88.6278,paba,rajshahi,rajshahi,26,24,23,308,,94,7,,,rainy,rape,7
3769,5,22,monday,0,night,20 - 5:59,,24.4417,88.6278,paba,rajshahi,rajshahi,37,34,29,386,,55,10,,,hot,rape,7
3770,6,24,sunday,0,night,20 - 5:59,,24.4417,88.6278,paba,rajshahi,rajshahi,44,39,30,113,,50,10,,,rainy,rape,7
3771,7,30,wednesday,0,night,20 - 5:59,,24.005,89.25,pabna sadar,pabna,rajshahi,33,30,27,356,,80,9,,,rainy,rape,7
3772,5,22,wednesday,0,evening,18 - 19:59,,23.95,90.625,palash,narsingdi,dhaka,34,31,27,356,,78,9,,,hot,rape,7
3773,5,21,thursday,0,night,20 - 5:59,,23.95,90.625,palash,narsingdi,dhaka,31,30,27,386,,86,7,,,hot,rape,7
3774,8,34,thursday,0,night,20 - 5:59,,23.95,90.625,palash,narsingdi,dhaka,32,30,27,359,,83,6,,,rainy,rape,7
3775,11,46,monday,0,evening,18 - 19:59,,26.3347,88.5583,panchagarh sadar,panchagarh,rangpur,29,25,18,113,,59,10,,,winter,rape,7
3776,11,46,saturday,1,evening,18 - 19:59,,25.195,89.02,panchbibi,joypurhat,rajshahi,30,27,23,113,,63,10,,,winter,rape,7
3777,7,28,friday,1,night,20 - 5:59,,25.195,89.02,panchbibi,joypurhat,rajshahi,33,31,26,353,,81,9,,,rainy,rape,7
3778,10,42,tuesday,0,night,20 - 5:59,,25.195,89.02,panchbibi,joypurhat,rajshahi,31,28,23,386,,82,9,,,rainy,rape,7
3779,1,2,saturday,1,night,20 - 5:59,,25.195,89.02,panchbibi,joypurhat,rajshahi,25,19,12,113,,32,10,,,winter,rape,7
3780,4,16,sunday,0,night,20 - 5:59,,25.195,89.02,panchbibi,joypurhat,rajshahi,32,29,22,386,,80,10,,,hot,rape,7
3781,4,16,sunday,0,night,20 - 5:59,,25.195,89.02,panchbibi,joypurhat,rajshahi,32,29,22,386,,80,10,,,hot,rape,7
3782,10,42,wednesday,0,noon,12 - 15:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,35,30,23,113,,70,10,,,rainy,rape,7
3783,12,48,sunday,0,noon,12 - 15:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,28,26,22,113,,53,10,,,winter,rape,7
3784,10,42,tuesday,0,noon,12 - 15:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,36,31,25,113,,69,10,,,rainy,rape,7
3785,10,42,tuesday,0,noon,12 - 15:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,36,31,25,113,,69,10,,,rainy,rape,7
3786,10,42,tuesday,0,noon,12 - 15:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,36,31,25,113,,69,10,,,rainy,rape,7
3787,8,35,tuesday,0,morning,6 - 11:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,37,32,28,356,,68,9,,,rainy,rape,7
3788,10,42,wednesday,0,noon,12 - 15:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,35,30,23,113,,70,10,,,rainy,rape,7
3789,10,42,tuesday,0,noon,12 - 15:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,36,31,25,113,,69,10,,,rainy,rape,7
3790,4,14,sunday,0,night,20 - 5:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,33,29,25,386,,69,8,,,hot,rape,7
3791,7,28,friday,1,evening,18 - 19:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,28,27,25,302,,92,7,,,rainy,rape,7
3792,8,33,friday,1,morning,6 - 11:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,34,31,28,386,,78,8,,,rainy,rape,7
3793,8,31,friday,1,morning,6 - 11:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,34,32,29,353,,74,10,,,rainy,rape,7
3794,10,42,tuesday,0,noon,12 - 15:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,36,31,25,113,,69,10,,,rainy,rape,7
3795,10,43,sunday,0,morning,6 - 11:59,,25.6533,88.9155,parbatipur,dinajpur,rangpur,31,27,22,113,,69,10,,,rainy,rape,7
3796,1,4,saturday,1,evening,18 - 19:59,,26.35,89.01667,patgram,lalmonirhat,rangpur,24,21,17,176,,55,9,,,winter,rape,7
3797,3,12,thursday,0,evening,18 - 19:59,,26.35,89.01667,patgram,lalmonirhat,rangpur,33,29,19,113,,36,10,,,hot,rape,7
3798,3,11,tuesday,0,evening,18 - 19:59,,26.35,89.01667,patgram,lalmonirhat,rangpur,36,31,21,113,,29,10,,,hot,rape,7
3799,4,15,thursday,0,morning,6 - 11:59,,22.0458,89.9689,pathorghata,barguna,barisal,32,30,26,386,,74,10,,,hot,rape,7
3800,8,32,thursday,0,night,20 - 5:59,,22.0458,89.9689,pathorghata,barguna,barisal,32,30,28,386,,78,9,,,rainy,rape,7
3801,1,4,wednesday,0,night,20 - 5:59,,22.3542,90.3181,patuakhali sadar,patuakhali,barisal,33,28,22,113,,48,10,,,winter,rape,7
3802,10,42,tuesday,0,noon,12 - 15:59,,21.813624,91.964845,pekua,coxsbazar,chattogram,29,27,24,113,,77,10,,,rainy,rape,7
3803,7,30,friday,1,night,20 - 5:59,,24.95,90.35,phulpur,mymensingh,mymensingh,31,29,26,353,,86,9,,,rainy,rape,7
3804,9,39,wednesday,0,night,20 - 5:59,,24.95,90.35,phulpur,mymensingh,mymensingh,28,26,24,353,,83,10,,,rainy,rape,7
3805,8,34,sunday,0,night,20 - 5:59,,25.58,89.4,pirgacha,rangpur,rangpur,31,28,26,359,,90,7,,,rainy,rape,7
3806,3,11,tuesday,0,afternoon,16 - 17:59,,25.58,89.4,pirgacha,rangpur,rangpur,38,31,21,113,,30,10,,,hot,rape,7
3807,1,5,thursday,0,night,20 - 5:59,,25.58,89.4,pirgacha,rangpur,rangpur,30,24,16,116,,36,10,,,winter,rape,7
3808,11,44,saturday,1,noon,12 - 15:59,,25.8542,88.3667,pirganj,thakurgaon,rangpur,34,27,21,113,,63,10,,,winter,rape,7
3809,10,42,wednesday,0,afternoon,16 - 17:59,,25.8542,88.3667,pirganj,thakurgaon,rangpur,33,29,24,176,,82,9,,,rainy,rape,7
3810,8,31,sunday,0,morning,6 - 11:59,,22.5778,89.99,pirojpur sadar,pirojpur,barisal,32,30,28,356,,77,9,,,rainy,rape,7
3811,7,30,tuesday,0,morning,6 - 11:59,,24.9333,90.6028,purbadhala,netrokona,mymensingh,32,30,26,176,,84,9,,,rainy,rape,7
3812,2,9,monday,0,morning,6 - 11:59,,24.375,88.85,puthia,rajshahi,rajshahi,30,26,19,113,,53,10,,,winter,rape,7
3813,3,10,saturday,1,evening,18 - 19:59,,24.375,88.85,puthia,rajshahi,rajshahi,36,31,22,113,,26,10,,,hot,rape,7
3814,7,31,wednesday,0,night,20 - 5:59,,22.5667,90.1417,rajapur,jhalakathi,barisal,32,30,26,359,,77,7,,,rainy,rape,7
3815,7,28,friday,1,night,20 - 5:59,,22.5667,90.1417,rajapur,jhalakathi,barisal,33,31,27,176,,76,10,,,rainy,rape,7
3816,7,31,wednesday,0,night,20 - 5:59,,22.5667,90.1417,rajapur,jhalakathi,barisal,32,30,26,359,,77,7,,,rainy,rape,7
3817,11,48,thursday,0,night,20 - 5:59,,22.5667,90.1417,rajapur,jhalakathi,barisal,29,26,20,113,,51,10,,,winter,rape,7
3818,12,51,tuesday,0,night,20 - 5:59,,22.5667,90.1417,rajapur,jhalakathi,barisal,28,23,17,113,,53,10,,,winter,rape,7
3819,1,2,saturday,1,night,20 - 5:59,,22.5667,90.1417,rajapur,jhalakathi,barisal,25,20,15,113,,38,10,,,winter,rape,7
3820,4,14,wednesday,0,morning,6 - 11:59,,22.5667,90.1417,rajapur,jhalakathi,barisal,30,29,26,353,,75,8,,,hot,rape,7
3821,9,36,friday,1,night,20 - 5:59,,22.5667,90.1417,rajapur,jhalakathi,barisal,32,30,27,353,,77,10,,,rainy,rape,7
3822,8,33,friday,1,night,20 - 5:59,,23.755,89.65,rajbari sadar,rajbari,dhaka,30,28,27,389,,92,6,,,rainy,rape,7
3823,5,22,wednesday,0,evening,18 - 19:59,,24.5194,91.8667,rajnagar,moulvibazar,sylhet,37,33,27,113,,61,10,,,hot,rape,7
3824,1,2,tuesday,0,morning,6 - 11:59,,23.2083,90.0333,rajoir,madaripur,dhaka,26,21,16,116,,61,10,,,winter,rape,7
3825,10,43,monday,0,night,20 - 5:59,,23.105,90.875,ramganj,lakshmipur,chattogram,32,30,26,116,,70,10,,,rainy,rape,7
3826,7,28,thursday,0,night,20 - 5:59,,23.105,90.875,ramganj,lakshmipur,chattogram,32,30,27,353,,80,9,,,rainy,rape,7
3827,3,12,tuesday,0,night,20 - 5:59,,22.944112,91.793518,ramgarh,khagrachhari,chattogram,30,27,23,113,,65,10,,,hot,rape,7
3828,8,34,thursday,0,morning,6 - 11:59,,22.6056,90.9972,ramgati,lakshmipur,chattogram,33,30,28,299,,77,9,,,rainy,rape,7
3829,2,9,friday,1,night,20 - 5:59,,22.5667,89.6639,rampal,bagerhat,khulna,34,30,24,113,,62,10,,,winter,rape,7
3830,4,16,thursday,0,night,20 - 5:59,,22.5667,89.6639,rampal,bagerhat,khulna,38,36,31,113,,47,10,,,hot,rape,7
3831,4,16,thursday,0,night,20 - 5:59,,22.5667,89.6639,rampal,bagerhat,khulna,38,36,31,113,,47,10,,,hot,rape,7
3832,8,32,thursday,0,night,20 - 5:59,,22.5667,89.6639,rampal,bagerhat,khulna,33,31,27,386,,78,9,,,rainy,rape,7
3833,4,15,thursday,0,night,20 - 5:59,,22.5667,89.6639,rampal,bagerhat,khulna,33,30,26,386,,71,10,,,hot,rape,7
3834,4,13,sunday,0,night,20 - 5:59,,22.5667,89.6639,rampal,bagerhat,khulna,36,32,26,113,,58,10,,,hot,rape,7
3835,12,51,monday,0,night,20 - 5:59,,21.429087,92.089241,ramu,coxsbazar,chattogram,26,23,18,113,,74,10,,,winter,rape,7
3836,3,10,wednesday,0,morning,6 - 11:59,,25.88833,88.25167,ranisankail,thakurgaon,rangpur,33,29,23,113,,27,10,,,hot,rape,7
3837,6,23,wednesday,0,night,20 - 5:59,,25.88833,88.25167,ranisankail,thakurgaon,rangpur,37,34,29,200,,67,10,,,rainy,rape,7
3838,3,10,wednesday,0,morning,6 - 11:59,,25.88833,88.25167,ranisankail,thakurgaon,rangpur,33,29,23,113,,27,10,,,hot,rape,7
3839,6,23,friday,1,night,20 - 5:59,,22.1667,92.3333,rowangchhari,bandarban,chattogram,36,32,26,386,,79,8,,,rainy,rape,7
3840,12,51,sunday,0,noon,12 - 15:59,,22.1667,92.3333,rowangchhari,bandarban,chattogram,31,24,12,248,,81,5,,,winter,rape,7
3841,5,21,thursday,0,morning,6 - 11:59,,22.1667,92.3333,rowangchhari,bandarban,chattogram,39,33,26,176,,71,9,,,hot,rape,7
3842,5,21,friday,1,morning,6 - 11:59,,22.1667,92.3333,rowangchhari,bandarban,chattogram,35,31,25,386,,77,7,,,hot,rape,7
3843,6,23,friday,1,night,20 - 5:59,,22.1667,92.3333,rowangchhari,bandarban,chattogram,36,32,26,386,,79,8,,,rainy,rape,7
3844,9,38,tuesday,0,night,20 - 5:59,,23.7931,90.5167,rupganj,narayanganj,dhaka,35,32,27,116,,71,10,,,rainy,rape,7
3845,9,39,tuesday,0,night,20 - 5:59,,23.7931,90.5167,rupganj,narayanganj,dhaka,29,27,26,353,,80,10,,,rainy,rape,7
3846,5,20,wednesday,0,evening,18 - 19:59,,23.7931,90.5167,rupganj,narayanganj,dhaka,36,34,29,200,,64,9,,,hot,rape,7
3847,3,10,friday,1,night,20 - 5:59,,23.7931,90.5167,rupganj,narayanganj,dhaka,35,31,22,113,,33,10,,,hot,rape,7
3848,9,36,saturday,1,night,20 - 5:59,,23.7931,90.5167,rupganj,narayanganj,dhaka,33,30,27,386,,79,10,,,rainy,rape,7
3849,1,4,friday,1,night,20 - 5:59,,23.7931,90.5167,rupganj,narayanganj,dhaka,31,27,20,113,,47,10,,,winter,rape,7
3850,6,23,wednesday,0,night,20 - 5:59,,23.7931,90.5167,rupganj,narayanganj,dhaka,37,34,29,353,,68,10,,,rainy,rape,7
3851,1,2,friday,1,night,20 - 5:59,,23.7931,90.5167,rupganj,narayanganj,dhaka,29,25,19,113,,45,10,,,winter,rape,7
3852,12,51,friday,1,night,20 - 5:59,,25.3833,89.4667,sadullapur,gaibandha,rangpur,26,24,21,116,,59,10,,,winter,rape,7
3853,6,23,wednesday,0,evening,18 - 19:59,,25.3833,89.4667,sadullapur,gaibandha,rangpur,37,35,30,116,,56,10,,,rainy,rape,7
3854,11,45,saturday,1,morning,6 - 11:59,,25.3833,89.4667,sadullapur,gaibandha,rangpur,31,26,19,143,,77,8,,,winter,rape,7
3855,9,36,friday,1,evening,18 - 19:59,,25.1056,89.5861,saghata,gaibandha,rangpur,33,30,26,176,,76,10,,,rainy,rape,7
3856,8,31,saturday,1,night,20 - 5:59,,24.31667,90.16806,sakhipur,tangail,dhaka,35,32,29,200,,72,9,,,rainy,rape,7
3857,7,28,thursday,0,evening,18 - 19:59,,23.410295,89.80207,saltha,faridpur,dhaka,33,30,27,356,,82,8,,,rainy,rape,7
3858,7,29,friday,1,noon,12 - 15:59,,23.410295,89.80207,saltha,faridpur,dhaka,34,32,28,359,,75,8,,,rainy,rape,7
3859,7,29,wednesday,0,noon,12 - 15:59,,23.410295,89.80207,saltha,faridpur,dhaka,35,33,28,356,,74,9,,,rainy,rape,7
3860,9,39,friday,1,evening,18 - 19:59,,23.410295,89.80207,saltha,faridpur,dhaka,29,27,24,353,,81,10,,,rainy,rape,7
3861,7,29,friday,1,noon,12 - 15:59,,23.410295,89.80207,saltha,faridpur,dhaka,34,32,28,359,,75,8,,,rainy,rape,7
3862,7,29,friday,1,noon,12 - 15:59,,23.410295,89.80207,saltha,faridpur,dhaka,34,32,28,359,,75,8,,,rainy,rape,7
3863,11,45,wednesday,0,night,20 - 5:59,,24.0583,89.5333,santhia,pabna,rajshahi,32,28,23,113,,61,10,,,winter,rape,7
3864,3,10,saturday,1,night,20 - 5:59,,24.0583,89.5333,santhia,pabna,rajshahi,38,34,26,116,,20,10,,,hot,rape,7
3865,11,46,tuesday,0,night,20 - 5:59,,25.125,88.58167,sapahar,naogaon,rajshahi,29,26,19,113,,69,10,,,winter,rape,7
3866,9,38,monday,0,night,20 - 5:59,,24.7417,89.8333,sarishabari,jamalpur,mymensingh,35,31,26,353,,75,9,,,rainy,rape,7
3867,8,33,saturday,1,night,20 - 5:59,,22.7167,89.075,satkhira sadar,satkhira,khulna,31,28,26,356,,87,9,,,rainy,rape,7
3868,10,42,tuesday,0,night,20 - 5:59,,23.961012,89.998051,saturia,manikganj,dhaka,32,29,24,116,,64,10,,,rainy,rape,7
3869,2,8,tuesday,0,night,20 - 5:59,,22.8256,91.1014,senbug,noakhali,chattogram,32,28,21,113,,49,10,,,winter,rape,7
3870,7,31,tuesday,0,night,20 - 5:59,,22.8256,91.1014,senbug,noakhali,chattogram,32,30,27,356,,79,9,,,rainy,rape,7
3871,9,39,tuesday,0,night,20 - 5:59,,22.8256,91.1014,senbug,noakhali,chattogram,31,29,27,359,,81,5,,,rainy,rape,7
3872,2,8,friday,1,night,20 - 5:59,,24.17,89.58833,shahjadpur,sirajganj,rajshahi,33,29,22,113,,44,10,,,winter,rape,7
3873,3,13,wednesday,0,night,20 - 5:59,,24.17,89.58833,shahjadpur,sirajganj,rajshahi,33,29,22,386,,43,10,,,hot,rape,7
3874,8,34,wednesday,0,night,20 - 5:59,,24.17,89.58833,shahjadpur,sirajganj,rajshahi,33,31,27,356,,80,8,,,rainy,rape,7
3875,11,45,tuesday,0,night,20 - 5:59,,23.6917,89.25,shailkupa,jhenaidah,khulna,33,28,22,113,,66,10,,,winter,rape,7
3876,2,7,saturday,1,night,20 - 5:59,,24.762147,89.382832,shajahanpur,bogura,rajshahi,28,24,20,293,,52,10,,,winter,rape,7
